"ISO","intercept","slope"
"JPN",-0.318047244531741,0.983204118096565
"KAZ",-15.2615226931325,1.42561483522888
"KEN",9.23629414713186,0.760629813633516
"KGZ",-14.1865840977513,1.3771400367501
"KHM",17.7754387361627,0.695168014232682
"KOR",-3.65114291088107,1.07174913901598
"KOS",-8.48715270118942,1.23360712023867
"KWT",7.26804759104003,1.22373459144878
"LAO",12.7577688361595,0.7735584372652
"LBN",1.03492410449165,1.0205858995912
"LBR",12.7412690039954,0.834413206194808
"LBY",4.39592003184047,1.06203877376896
"LKA",16.0033581024149,0.654767879368216
"LSO",-3.73155641561445,1.06734760707417
"LTU",-13.3389079956039,1.30472337567489
"LUX",-7.70573046906026,1.10563422757275
"LVA",-13.8263764280825,1.31839724883294
"MAR",2.03605368815468,1.04906365815869
"MDA",-10.590975379083,1.33298795724987
"MDG",8.71249114896874,0.799603229818032
"MEX",3.83262451892665,1.02073482209741
"MKD",-8.18164271314518,1.24271907560483
"MLI",12.4753204083237,1.03866039268789
"MMR",15.1664626351784,0.735061588379015
"MNE",-8.08830126353675,1.21467546137388
"MNG",-22.0200427104191,1.4036278538118
"MOZ",10.0104229263932,0.885808271442409
"MRT",13.0412729874006,1.03152137382548
"MWI",7.03524135414504,0.942146370935292
"MYS",16.194003157537,0.688537712181628
"NAM",4.59432926379241,1.1235308832546
"NCL",12.60766489743,0.645199088087983
"NER",15.2195976617501,0.876845209235834
"NGA",14.3737532106007,0.818030647833088
"NIC",11.5809989267248,0.939772244161169
"NLD",-4.50562606832898,0.96457811450962
"NOR",-11.6806071880915,1.10985657033675
"NPL",4.36423358356072,1.02207427532287
"NZL",3.13578602140247,0.692235557224279
"OMN",12.0744892344606,0.991078483675176
"PAK",5.59753921977837,1.16989494985805
"PAN",14.4714556634924,0.737306940793592
"PER",2.01717884132556,0.928538577243217
"PHL",16.2455254699196,0.665344012374727
"PNG",10.9556178662318,0.678833445356135
"POL",-10.768434307449,1.23879405661925
"PRI",14.8994909134823,0.69603154434113
"PRK",-8.35412699337405,1.1539767558388
"PRT",1.70660478541596,0.879861250363549
"PRY",7.21708650914716,1.00405010399179
"PSX",3.78926073712845,1.05972313034063
"QAT",9.23443051344149,1.16561496244919
"ROU",-9.41872241335186,1.27069405681459
"RUS",-17.4011489086864,1.43180592474051
"RWA",4.77255461395829,0.923337534078827
"SAH",7.05176318663066,1.06070035523033
"SAU",7.88879032329952,1.17503770149961
"SDN",14.1031456079458,0.9488353514273
"SDS",15.9577034850565,0.780906609419928
"SEN",14.6872030352938,0.835956826668033
"SLB",16.3303270164945,0.63760733171782
"SLE",12.4259991066934,0.894132369585054
"SLV",10.7858407084885,0.973003531682935
"SOL",10.9843920436277,0.840103143244056
"SOM",15.706034398465,0.756787608272138
"SRB",-7.63355936951716,1.24541323286636
"SUR",13.2691899097697,0.858753420952579
"SVK",-10.4364487196469,1.23728514981928
"SVN",-8.73484272116651,1.21996405692614
"SWE",-12.1741879815902,1.2080569768352
"SWZ",5.30888313263037,0.929879698465333
"SYR",0.326650849391544,1.16388609585709
"TCD",15.3281760028548,0.84577502140517
"TGO",14.0533573295524,0.839469042575381
"THA",16.6144934600214,0.712471726958684
"TJK",-10.0881916809858,1.36170144509528
"TKM",-3.7763012202031,1.25992770363322
"TLS",14.4424267839091,0.655737540565149
"TTO",15.0226917459823,0.744026348373913
"TUN",2.3634017829513,1.09093876445311
"TUR",-4.83841126765742,1.18231546889018
"TWN",10.124414731303,0.80940052904709
"TZA",9.65899041677161,0.854220711525038
"UGA",10.083528859762,0.806255942565551
"UKR",-12.0150590151829,1.34980079311865
"URY",7.68762555947033,0.625752601628869
"USA",-2.87131187554814,1.1582448168903
"UZB",-6.19500902572308,1.30699132597053
"VEN",10.6593240316429,0.94148954150709
"VNM",14.3863555860507,0.729464663788466
"VUT",15.5993835860151,0.621305994686489
"YEM",9.40110090368002,0.883229797651817
"ZAF",2.72185490998755,0.993548840737473
"ZMB",6.01593713669701,1.01808243700938
"ZWE",3.72504849642003,1.07437787796682
