Country,ISO3,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
American Samoa,ASM,0.178171135,0.177180487,0.177351615,0.178491934,0.180143239,0.181771597,0.183066095,0.187479184,0.186692678,0.185550245,0.186926172,0.190933201,0.199526037,0.208361606,0.217126351,0.223342876,0.228353841,0.234677155,0.239683735,0.24658321,0.212048539,0.214185952,0.216136694,0.218222943,0.219937776,0.221549964,0.223302702,0.224956338,0.226537836,0.227947364,0.228986493,0.229973855,0.230802255,0.23143694,0.231438757,0.231197031,0.230406841,0.230278656,0.228678888,0.227368583,0.226468874,0.225965872,0.225808216,0.225958734,0.226215513,0.226378042,0.226447381,0.226553576,0.226620947,0.226824457
Antigua and Barbuda,ATG,2.037089158,2.256405002,2.217293668,2.234519333,2.240024455,2.262547508,2.286944623,2.31623346,2.458613169,2.657803768,2.794849692,2.785760915,2.844213033,2.827911183,2.818087224,2.926193315,2.908656383,2.891537587,2.876294422,2.747844446,2.745866855,2.768474617,2.781652011,2.823006113,2.878793382,2.897892768,2.896380397,2.922205305,2.938828667,2.958139306,2.968083404,2.980471609,2.985883524,2.9996253,3.019155734,3.014524413,3.032732014,3.037967078,3.102066668,2.963522976,2.29684914,2.281473926,2.286235137,2.287265912,2.295657209,2.303129175,2.321998146,2.338062047,2.351617378,2.327053502
Australia,AUS,4253.316017,4356.419989,4562.602777,4528.214437,4647.111437,4697.256765,4696.862941,4534.763874,4361.08386,4310.319585,4226.11975,4280.091567,4294.559746,4236.166059,4374.931439,4397.701715,4504.465292,4526.025961,4472.645842,4673.767653,4788.403567,4818.033777,4763.307417,4704.650673,4698.820567,4674.251719,4702.695193,4797.702421,4800.00303,4784.295547,4925.094565,4994.864157,4991.413727,4761.114877,4860.666266,4939.350394,4927.174714,4895.515666,4764.260184,4826.834781,4852.598475,4955.842779,5009.878068,4847.09325,4728.819334,4785.327851,4464.711038,4549.008308,4556.371541,4497.210159
Austria,AUT,492.9167442,501.7219775,500.0759645,506.2089779,510.6854416,506.5825141,507.1097228,510.1647438,509.46268,517.7368045,519.5658085,517.3069522,523.7826866,520.8990815,529.358303,535.0894534,532.4058262,525.2881669,528.137778,517.7586705,512.5402304,513.1702089,501.1828004,489.9381746,476.5563607,462.328001,454.643617,444.5227885,435.4490096,432.898255,426.320914,423.8137196,423.8972016,444.7252106,406.3607526,397.1926828,395.4044834,386.5929775,381.925089,375.3011808,382.7373515,376.7079645,369.2712021,370.9200163,363.6827888,347.877783,352.6523881,358.1494346,358.164999,356.6535595
Azerbaijan,AZE,291.0163086,301.5559942,310.0294301,318.0638634,330.4419091,341.8993743,349.2470896,354.9799339,365.2762057,374.0693588,382.2012868,387.5465249,395.7984388,404.4542655,415.4812976,426.6726808,439.20036,450.2898756,456.1120586,461.9767926,457.6236435,433.3220332,406.4576263,374.2482175,351.9535454,352.0057438,351.5864196,356.9901691,366.6718391,399.4554601,405.2198254,417.1499605,413.728425,426.6748856,434.6532533,474.757948,510.0930221,668.1577345,756.5853088,709.8494959,723.782901,710.3824076,729.8718785,744.1361698,759.9909994,760.7951804,752.8129995,739.1292514,751.5133128,814.8946365
Burundi,BDI,62.5356983,62.37533311,64.99355211,66.3837051,67.19192893,69.28917992,69.73158049,70.42936199,71.65790013,73.57295787,67.79551237,62.86995536,64.25746238,65.42437424,67.59969839,66.70577569,72.17093622,72.69807202,74.44566269,76.21267458,82.72075845,84.30266695,84.68531967,85.06385524,84.15910439,86.99664924,88.79109606,90.52236795,88.9432362,85.67472661,87.41590927,89.70209788,89.7856993,92.66549135,96.68048076,101.0607707,106.3105271,111.2027237,117.262269,123.3866262,131.5905168,138.0850016,139.667131,159.0742047,160.3261664,161.7075474,170.5873525,187.9949214,190.2050769,178.5915806
Belgium,BEL,776.9067355,763.5790028,754.9836073,765.3056828,766.0358126,746.1953,738.4972643,737.4045204,721.014582,718.7796744,719.5181725,713.9962561,714.5786757,707.5577343,720.5430163,727.1696227,700.9249692,682.9228716,645.137352,645.7877627,644.0143503,647.6114459,638.1785008,626.1992326,640.5182155,646.4845061,634.6179054,622.8151481,617.5168466,627.2066197,611.3576179,593.6212475,578.8154865,558.5238555,565.1415104,555.0441144,546.2098309,546.3088122,541.4387669,543.7107858,545.8188157,541.9544556,525.7733565,514.4582047,500.1607667,490.1228964,481.1434138,459.4247193,464.7578989,462.307515
Benin,BEN,61.92145431,63.13804632,66.22018099,69.77146471,69.40665047,73.22843744,75.1176203,76.67304902,78.75743084,80.56638038,84.35871796,94.04649652,96.91778445,93.51741948,96.58398852,100.2664073,95.49472245,96.58794368,98.34569326,99.28422369,104.9073281,108.4326028,111.3775486,113.32149,121.2335742,116.0912163,122.0245506,124.040972,125.9175971,132.8441047,135.4578427,140.6572733,144.5209797,147.1395781,151.5698346,155.142548,161.9958873,167.0577552,172.6299457,178.8399655,194.8895426,201.8520769,208.5735403,225.9792936,227.5619488,232.2743289,241.073539,247.3908811,261.5978583,267.136318
Burkina Faso,BFA,180.400134,180.9506581,172.5720954,164.8896432,166.7504681,171.9412513,177.1605896,180.0509298,187.1041106,195.0712271,201.3883699,209.7993888,215.1082585,220.9519807,228.8934377,253.8560274,259.8407724,266.9774568,274.7815917,282.2538417,293.5103697,304.239974,311.5298786,318.5591805,326.2330846,337.158425,344.772584,354.1184202,361.9784749,359.7385272,368.2228339,393.8845256,402.5962116,484.8183662,497.2251699,511.0095251,523.927932,537.1741262,559.0822154,574.0253423,594.3268576,608.4956903,624.2742954,639.3488661,655.2883438,670.8714107,691.5805717,707.1013472,724.1051878,743.0709634
Bangladesh,BGD,4254.457874,4020.905654,4091.998645,4112.445871,4070.058939,4216.898984,4082.530735,4117.706784,4213.303682,4247.806072,4011.325199,4043.997901,4073.98388,3838.685134,3950.263891,3995.188882,4044.574731,3960.46856,3943.523821,4003.294686,3990.989913,3932.862414,3922.023502,3861.319386,3867.888347,3878.786699,3886.683794,3893.247947,3846.189865,3974.581809,3995.127765,4017.865556,4099.911273,4152.020835,4108.723556,4225.236371,4308.151286,4366.8005,4584.002464,4651.102277,4738.247167,4770.777484,4793.262657,4834.43869,4873.07966,4911.195046,4882.811847,5041.778218,5041.341895,5061.296094
Bulgaria,BGR,552.1574466,570.2988605,585.1281812,593.4172751,590.067821,615.5655327,623.6774195,625.7074181,634.2230485,647.7230175,660.2914118,660.7227172,672.5564006,671.9576511,675.4390351,659.2277009,658.2227059,653.1958707,641.7126864,633.9206513,644.6046013,702.1168711,668.9866918,632.4311469,534.3912567,436.2507725,437.6606559,424.6662559,420.2220424,412.3023829,406.082101,392.0202717,383.0069823,389.7516582,389.4635303,379.060594,375.9975515,378.9570354,371.2459197,361.8439383,354.7597607,362.7837211,338.9152666,329.1393494,296.4456154,361.4382544,354.4672351,363.198916,341.9806873,332.553845
Bahrain,BHR,507.7723501,508.2244147,472.5476936,496.5235238,516.8646279,439.6977575,453.7640885,531.4283118,512.6465284,525.1772895,518.278241,505.4037156,484.0395763,465.3452842,460.0499382,481.9642315,512.6715845,496.309006,509.6337793,512.768607,507.2005556,590.4210042,666.6749733,696.1638695,686.8388072,688.7478432,715.8489159,618.2303125,637.5095196,706.0090933,708.1068401,723.8738414,680.1805883,645.0008213,638.1194241,645.8206776,633.1617164,656.1340919,726.3748854,748.6487818,726.7161442,732.7758453,820.6460563,917.2545367,944.4498581,940.3171543,943.9630867,925.2425107,921.4463239,960.2684737
Bahamas,BHS,4.179879844,4.632682217,4.751930048,4.879632172,4.918579726,5.056390215,5.19449766,5.349636376,5.483130806,5.639570735,5.828937065,6.022594704,6.200389198,6.371776306,6.579049257,6.766615235,6.965507064,7.143621256,7.336779104,7.535810432,7.886372673,7.971487927,8.058253065,8.193216672,8.367419689,8.59180406,8.796755746,8.932900672,9.128336012,9.26569858,9.468942419,9.659198711,9.834505723,9.978398436,10.17186676,10.37403824,10.59867083,10.86961552,11.20334065,11.01202252,11.19666788,11.54092365,11.74791592,11.89728993,12.06025772,12.18021241,12.26974733,12.4119899,12.58311623,12.71012593
Bosnia and Herzegovina,BIH,134.2055726,136.033589,135.5985023,139.9730143,146.6953559,153.7554236,153.7934817,156.1794746,160.0288781,163.1768172,161.7396725,175.7448965,185.9828245,196.836966,203.1492978,206.599293,206.348535,207.9122023,201.1063734,201.0347274,224.2970037,211.1098624,185.2732845,170.1212181,85.85259577,80.27262829,75.07239889,105.8503853,118.1006266,119.4638093,122.1918113,122.7712439,122.7748956,135.1611874,138.6198513,142.2588446,153.3785076,149.5685964,158.0068795,158.7748989,159.4421161,166.9265631,162.965453,162.9745627,194.0678374,196.1276837,205.7648468,207.4914094,217.1423576,208.8324502
Belarus,BLR,589.0739856,615.6817279,636.9394931,651.6835851,671.2722998,689.7275825,693.3448133,698.1470058,713.119472,721.4214587,725.6168516,727.1102467,736.1306221,750.9124234,767.4394368,779.4869827,788.024462,802.0944214,792.3141239,806.5912154,813.4200774,784.8820404,737.0954509,688.7995767,646.640185,601.5154569,583.1988175,570.8913486,570.7013134,561.3448503,534.776283,532.7490641,525.1979641,525.5639902,546.4376904,511.8137672,527.0884995,525.0665689,558.3027025,582.1250521,603.1466984,605.1859894,619.6114147,638.5091577,648.9996615,657.0782712,652.6496078,657.34032,657.858489,664.2293784
Belize,BLZ,5.933634643,6.642558025,6.838138359,6.961243199,7.394278904,7.576463149,7.587655825,7.668755235,7.674858171,7.75881578,7.954868921,8.127780284,8.164083635,8.17738301,8.276582378,8.281521989,8.245335425,8.3620632,8.58283212,9.243129655,10.06549266,9.913717677,10.6159037,10.25480705,10.39026706,9.478568607,9.820824004,10.31377005,10.57329241,11.03189927,10.80528536,11.43851254,11.86842949,12.20289591,12.37906812,12.59184111,14.9533267,15.92878354,16.63210366,17.48142574,17.52475996,18.46773994,17.8032585,18.34784328,17.34939828,17.5748418,17.91700508,18.55687414,18.68943845,19.00073282
Bermuda,BMU,0.736146156,0.792824479,0.802162852,0.810955261,0.816446837,0.824850891,0.830067917,0.837630525,0.842338349,0.847123796,0.852904297,0.856087447,0.862178538,0.868370214,0.875051401,0.878963829,0.883916934,0.897341688,0.907135803,0.919100018,0.917584943,0.91706251,0.916163579,0.924979538,0.928403569,0.934708172,0.940344344,0.947275925,0.953161104,0.957697805,0.961524326,0.970886199,0.973680221,0.978875721,0.983263834,0.985409477,0.992198458,0.996796464,0.994473463,0.98333666,0.983445572,0.962063379,0.953977437,0.949246743,0.962292662,0.952466007,0.954462789,0.948258148,0.933965272,0.926220232
Bolivia,BOL,773.4039779,781.0100661,920.2731155,987.7420601,985.1931957,925.0252752,948.6120727,878.6256227,887.7767657,839.4159439,819.7878901,739.3035553,769.947957,789.3043378,756.909563,765.5273058,699.845716,728.1350417,741.4965619,763.7284071,750.5149631,789.3902372,827.6647327,832.3509165,884.690966,655.721076,652.6031609,754.4573098,658.2520384,667.2770556,672.5507444,640.7241903,670.0750968,699.2664055,729.280168,763.9758444,775.3402134,800.4926056,829.6811827,833.2009421,880.3939957,910.9647523,958.6146791,1008.334743,1013.010062,1018.619424,1016.559916,1021.954042,1020.38418,1003.174936
Brazil,BRA,7519.83047,7776.054013,8102.055177,8361.043195,8786.683394,9125.150255,9765.435652,10050.03859,10072.66901,10356.50836,11188.06432,11368.8848,11610.72008,11707.72726,12273.12632,12410.08222,12788.75026,13167.43159,13490.72831,13860.02467,13732.60914,14297.97785,14809.49481,15193.41063,15829.60584,16360.92519,16023.95614,16232.62176,16305.0638,16494.63253,16771.07328,17229.09244,18038.72406,19041.76722,19957.36798,20142.96168,20211.26969,19936.23515,20273.35762,20423.16354,21035.4024,21370.02089,21379.43784,21723.02396,21982.25677,22436.66671,22667.38516,22625.16497,22709.99807,22859.87725
Barbados,BRB,8.742985507,9.057714095,9.022635066,9.48736716,9.120128902,8.888092872,8.826345817,9.634290298,9.456682336,9.613987531,10.01244715,9.579671524,9.542014965,9.443623503,10.52014645,9.6922759,9.307587469,8.776425832,8.767608924,8.935070316,8.772671734,8.631845488,8.757220634,8.430820037,8.472183491,8.422466682,8.573566969,8.510794174,8.600419789,8.678694452,9.083206688,8.623146809,8.207040391,8.13431596,8.134157342,8.080518987,7.624120426,7.439184971,8.042294703,7.44631308,7.372875209,7.481211604,7.347794976,7.233309073,7.273031873,7.206806981,7.19250055,7.340254373,7.421879758,7.366931791
Brunei Darussalam,BRN,36.68998601,36.50421141,49.9439794,82.15090071,105.3096917,121.3934639,156.7016241,169.4995101,163.4056588,172.0278807,194.7229593,162.2014673,162.1451371,166.6592193,158.6131734,154.8777196,151.9087777,153.3781896,150.868959,152.1377093,158.7107159,158.7310006,153.9743462,162.4122996,167.0812083,174.9601565,175.0628769,178.0046713,178.3200222,191.7535768,205.6832616,221.537106,205.0071843,217.7399613,204.5748609,200.1952745,235.0920177,227.6959501,278.6971012,233.5604951,218.0836511,229.7922641,224.052823,210.3360744,202.2930874,197.6548707,188.1356885,197.93683,207.7354224,190.1458544
Bhutan,BTN,22.21915168,22.53855177,22.90775621,23.27498658,23.70081907,24.04978939,24.54553337,25.00280314,25.67439385,26.1904819,26.75469807,26.99655155,27.84419481,28.74635892,29.48494474,30.75414239,31.65267559,32.67889709,29.74050962,29.83783478,30.5472279,31.18497262,29.81395296,29.91502461,29.86566975,35.55851164,36.69849833,36.11880045,35.79336209,36.94729159,36.5145051,35.23950469,35.15977346,35.43118795,35.46223812,39.46265334,39.55652307,40.10403012,37.09893278,38.8979001,39.32398374,39.77749891,39.44517908,41.4667025,40.6145707,40.38645331,41.39091387,42.27140987,41.75289464,42.10769912
Botswana,BWA,86.14724323,89.66002684,103.7937106,108.4680276,119.3096745,131.7351773,147.0358091,158.5693641,148.8843442,147.2251831,150.8401911,154.5312219,154.8334485,147.623078,141.855897,133.852114,132.3838552,131.9730156,144.8075109,154.5723141,168.8513166,146.6658107,138.1752697,128.4065397,140.6200762,163.9411217,149.058847,150.8139341,157.2505162,167.8533431,168.9749111,163.7131566,142.7171354,140.4609266,143.6625425,150.3343404,151.7971648,150.0914752,155.6840603,162.7818977,177.1268096,169.9670595,164.6368571,157.7576501,138.9582941,148.8287273,136.4127208,122.3203528,127.3399737,114.8186092
Central African Republic,CAF,48.16303169,50.317868,52.99514894,54.28701943,57.86093496,59.09958294,61.22744643,66.20673686,71.49428962,86.95494212,92.37125308,94.89848065,100.5326899,110.2062863,108.4805146,111.9189539,116.2116239,117.7844785,121.1250508,125.6831696,129.1057407,139.1275678,141.851026,144.0178862,147.7266563,153.3435121,157.2470129,162.7938003,168.323998,171.2210585,176.9343748,180.0690539,183.3659574,185.8216793,189.095409,193.3551789,199.1914508,217.7027807,216.5529833,222.3605688,227.0293085,244.7537705,247.4121485,248.6159495,250.3806684,255.1054555,260.4599993,257.8023989,262.4918782,268.1123791
Canada,CAN,2628.180125,2648.955949,2807.536906,2978.591299,2943.814989,2902.525133,2855.667381,2858.249219,2843.568286,2950.043791,2950.962626,2941.477625,2907.533291,2883.286245,2975.042195,3003.681841,3015.125435,3056.145235,3177.27671,3245.292963,3257.173451,3322.706782,3472.06481,3539.582596,3668.329096,3803.555243,3884.969566,3982.808284,3984.945412,4033.462496,4175.347115,4189.374094,4258.546818,4224.442603,4349.369055,4303.193727,4421.157141,4372.017016,4267.177096,4060.272456,4078.558417,4128.124318,4249.890939,4273.865337,4469.154502,4448.800007,4297.92608,4353.267347,4412.740264,4396.688751
Switzerland,CHE,241.2159168,240.2146177,242.6027311,251.4357633,253.2000638,250.2902671,253.6920181,254.8274585,254.8796138,257.0806955,258.9355717,253.7753401,253.3643516,255.5158672,256.5393801,256.2262628,255.2305328,251.778281,252.4932271,254.4346727,250.7210774,248.8932968,240.7638477,231.5302845,225.2205333,221.5157879,219.5514373,213.4780708,210.2676813,204.1577474,200.7688955,202.6372197,200.333561,196.9390299,195.4922758,197.296886,198.0388982,199.1728174,203.9179338,190.7724935,193.2046118,191.719365,192.3799289,199.0974255,201.5758619,203.1212487,204.5028653,205.717341,206.9793962,206.5140794
Chile,CHL,689.3938611,684.6532599,724.5987026,699.6705562,706.7926377,698.4873617,686.3710967,683.8615138,681.432687,712.8658899,804.8824034,868.9317192,878.1186786,858.858924,852.2803314,811.8127908,788.9317629,796.2440129,781.5240342,774.0444492,786.7888609,791.0160029,821.7447567,836.360622,847.8480774,891.099245,917.89101,919.6238574,918.6872633,939.9138921,951.0677234,957.1502829,947.5973512,940.2088751,970.7171234,965.0111181,964.5294183,973.9607381,1011.981955,987.1620276,900.8930566,953.1636507,979.6104606,948.6587901,904.4162442,873.4808949,882.4859313,892.1565229,926.8272296,923.3789096
China,CHN,38737.37801,40390.70681,40936.1001,40974.91143,41180.70496,42344.2961,42657.97469,43026.0234,43162.90795,43010.08574,42764.50621,42365.39187,42661.26473,43302.61747,44134.02834,44170.94686,44875.44151,45611.34611,46355.88853,47552.3781,48287.25556,48020.31139,47502.4849,46919.9954,47267.84529,49411.32695,49534.06914,48176.90487,47662.99968,47590.92597,47574.71646,47791.78831,47992.75311,49623.17391,53072.92589,55591.66576,57727.95029,58771.48993,59526.12343,60534.64709,62578.99036,66041.23303,66056.65709,66991.39123,67617.74456,67820.17032,66120.78709,66683.60552,67781.98906,68309.36061
Cote d'Ivoire,CIV,116.6631929,118.6972638,122.5554414,126.6163947,131.643473,139.8352372,145.5054964,151.7347958,157.8960191,163.686014,166.0232787,180.8975687,192.1563549,223.4859536,237.5363478,245.8545604,239.8050474,241.4016564,237.9176009,227.3281622,235.1015257,243.8189097,250.9586351,249.4145822,271.4912329,281.7866599,299.7364676,312.0501006,310.8541644,322.1878003,328.4110189,333.0814297,341.9595904,346.3584995,366.1444695,380.7932231,392.6692914,396.2062902,397.7491509,395.1116073,414.0617992,441.5444209,463.0089291,481.445317,488.2942224,497.4210137,521.1099127,522.9523505,522.0582606,536.9558271
Cameroon,CMR,180.3642553,188.377613,184.744846,184.961324,191.0451934,201.5545369,211.2053067,225.0902923,254.3428149,323.4525464,415.7371427,497.4327193,542.5623712,552.5230844,619.9690002,771.3652715,761.7855901,762.2194198,743.7892184,771.9196032,759.7697125,742.3612603,715.390284,684.1943816,642.5828481,662.0460809,695.9272728,684.6164272,698.3319841,726.2547044,753.3505335,754.3721835,729.4961614,739.6249591,727.4558515,734.0146269,713.4829543,707.0374343,702.7110206,710.2577482,692.8854933,691.9862557,717.3230013,760.2683784,799.4463784,892.2188072,905.2055001,842.0295901,846.206474,871.2573535
Congo_the Democratic Republic of the,COD,300.0395313,308.7638518,315.9388859,323.5472036,330.9025193,339.5659471,499.5508154,493.4914498,471.7573056,496.8207801,490.03392,499.6073109,525.5182514,546.348073,595.8093742,621.9571201,628.2637526,643.1484405,648.7455784,654.8343564,679.6925816,675.6615125,684.4197585,686.8452216,698.9457047,718.3625484,721.6938231,718.7825326,716.4854235,707.3205053,742.0635607,741.2295145,746.216599,761.5081901,777.0361137,790.5035155,806.9642363,845.4019794,861.0666179,869.7040545,968.5380654,988.0017406,1228.181649,1309.9598,1403.293687,1447.486182,1490.094489,1567.826133,1558.951698,1602.353981
Congo,COG,20.27397361,20.95956691,31.67366393,84.17257872,97.46208339,78.57299619,87.80343589,80.58647291,99.80849659,110.2312432,127.7865086,156.3368896,166.9341031,166.63349,217.6702751,216.7971143,216.3794762,223.7675428,256.59094,288.190531,290.9812894,286.3684435,288.5545322,291.4931088,266.9046853,325.2798552,417.1550599,446.591305,531.7022763,540.7818972,574.0229403,543.702752,363.6641989,393.1998065,431.1228449,527.4070653,579.0861112,492.7588675,482.1062073,525.0148195,574.6091273,558.9106724,543.7282711,490.312861,511.6246867,489.9953269,485.1788024,547.5573435,644.2174356,658.8731085
Cook Islands,COK,0.237714108,0.240151155,0.223499657,0.231240014,0.248865427,0.25770965,0.418665783,0.40173054,0.398703272,0.372354572,0.351380741,0.33805586,0.318639967,0.297343601,0.27178577,0.252323373,0.243340705,0.24838153,0.254537558,0.256005107,0.253333987,0.244766897,0.252033579,0.285611247,0.306108477,0.31497155,0.326597954,0.336889138,0.350235772,0.320346555,0.316215542,0.300376216,0.297650352,0.300079732,0.312255876,0.320583608,0.321059915,0.321338723,0.330105368,0.320375721,0.321188567,0.319679605,0.318589516,0.305833219,0.303810305,0.299133057,0.296799749,0.293804864,0.283160847,0.270060634
Colombia,COL,1697.71102,1775.42433,1817.767116,1855.481526,1923.357868,1973.768785,2021.385135,2063.596141,2124.053183,2126.257455,2130.758856,2171.044512,2215.91566,2188.332159,2155.484076,2173.744681,2234.173602,2313.356092,2363.541841,2444.86783,2482.484477,2463.765731,2532.122396,2555.176563,2611.550364,2679.623127,2706.504583,2773.278248,2826.75506,2712.085376,2779.914608,2820.403807,2849.664853,2872.709612,2882.123924,2932.311532,2980.238796,3048.784266,3107.137892,3168.424704,3261.770061,3203.829625,3140.18131,3170.165253,3112.817717,3093.541457,3119.810915,3228.571084,3339.170648,3448.562276
